MQ3:186, MQ135:1914, MQ138:3011, MQ131:1096, TGS2602:903
MQ3:0, MQ135:1972, MQ138:3004, MQ131:0, TGS2602:0
MQ3:0, MQ135:2008, MQ138:3005, MQ131:1, TGS2602:0
MQ3:1, MQ135:2006, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:1990, MQ138:3001, MQ131:1, TGS2602:0
MQ3:0, MQ135:2016, MQ138:3003, MQ131:0, TGS2602:0
MQ3:0, MQ135:1980, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1986, MQ138:3008, MQ131:1, TGS2602:0
MQ3:0, MQ135:1954, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:1992, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:2020, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:1963, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1931, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1925, MQ138:3008, MQ131:0, TGS2602:0
MQ3:1, MQ135:1998, MQ138:3005, MQ131:0, TGS2602:0
MQ3:2, MQ135:1985, MQ138:3003, MQ131:0, TGS2602:0
MQ3:1, MQ135:1987, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:2022, MQ138:3008, MQ131:1, TGS2602:0
MQ3:1, MQ135:1963, MQ138:3006, MQ131:0, TGS2602:0
MQ3:0, MQ135:1989, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:1961, MQ138:3004, MQ131:1, TGS2602:0
MQ3:0, MQ135:1951, MQ138:3009, MQ131:0, TGS2602:0
MQ3:1, MQ135:2043, MQ138:3004, MQ131:1, TGS2602:0
MQ3:0, MQ135:1954, MQ138:3009, MQ131:3, TGS2602:0
MQ3:0, MQ135:2000, MQ138:3005, MQ131:0, TGS2602:0
MQ3:0, MQ135:2010, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1935, MQ138:3011, MQ131:1, TGS2602:0
MQ3:0, MQ135:1997, MQ138:3003, MQ131:0, TGS2602:0
MQ3:1, MQ135:2042, MQ138:3005, MQ131:1, TGS2602:0
MQ3:0, MQ135:1959, MQ138:3006, MQ131:0, TGS2602:0
MQ3:3, MQ135:2022, MQ138:3008, MQ131:0, TGS2602:0
MQ3:1, MQ135:1953, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:2031, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1938, MQ138:3006, MQ131:1, TGS2602:0
MQ3:1, MQ135:1995, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1976, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1982, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1981, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:2006, MQ138:3008, MQ131:0, TGS2602:0
MQ3:1, MQ135:1992, MQ138:3007, MQ131:0, TGS2602:0
MQ3:2, MQ135:1996, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:2027, MQ138:3009, MQ131:1, TGS2602:0
MQ3:1, MQ135:2024, MQ138:3010, MQ131:0, TGS2602:0
MQ3:1, MQ135:1987, MQ138:3007, MQ131:0, TGS2602:0
MQ3:1, MQ135:1979, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1982, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1981, MQ138:3007, MQ131:0, TGS2602:0
MQ3:1, MQ135:1986, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1986, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1976, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1974, MQ138:3012, MQ131:0, TGS2602:0
MQ3:0, MQ135:1973, MQ138:3013, MQ131:0, TGS2602:0
MQ3:0, MQ135:1978, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1973, MQ138:3009, MQ131:1, TGS2602:0
MQ3:0, MQ135:1981, MQ138:3009, MQ131:0, TGS2602:0
MQ3:1, MQ135:1976, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1976, MQ138:3012, MQ131:0, TGS2602:0
MQ3:0, MQ135:1980, MQ138:3012, MQ131:0, TGS2602:0
MQ3:0, MQ135:1974, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1974, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1968, MQ138:3013, MQ131:0, TGS2602:0
MQ3:0, MQ135:1968, MQ138:3009, MQ131:1, TGS2602:0
MQ3:0, MQ135:1962, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1957, MQ138:3008, MQ131:1, TGS2602:0
MQ3:1, MQ135:1964, MQ138:3012, MQ131:0, TGS2602:0
MQ3:1, MQ135:1966, MQ138:3013, MQ131:0, TGS2602:0
MQ3:0, MQ135:1964, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1961, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1956, MQ138:3010, MQ131:0, TGS2602:0
MQ3:1, MQ135:1960, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1970, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1955, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1962, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1962, MQ138:3008, MQ131:2, TGS2602:0
MQ3:0, MQ135:1959, MQ138:3008, MQ131:0, TGS2602:1
MQ3:0, MQ135:1952, MQ138:3012, MQ131:0, TGS2602:0
MQ3:1, MQ135:1963, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1954, MQ138:3009, MQ131:1, TGS2602:0
MQ3:0, MQ135:1954, MQ138:3008, MQ131:0, TGS2602:0
MQ3:1, MQ135:1955, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1959, MQ138:3010, MQ131:1, TGS2602:0
MQ3:0, MQ135:1950, MQ138:3010, MQ131:1, TGS2602:0
MQ3:2, MQ135:1960, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1932, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1943, MQ138:3007, MQ131:1, TGS2602:0
MQ3:1, MQ135:1950, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1949, MQ138:3006, MQ131:1, TGS2602:1
MQ3:1, MQ135:1948, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1940, MQ138:3007, MQ131:0, TGS2602:1
MQ3:0, MQ135:1939, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1945, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1944, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1946, MQ138:3010, MQ131:0, TGS2602:0
MQ3:0, MQ135:1937, MQ138:3012, MQ131:1, TGS2602:0
MQ3:2, MQ135:1934, MQ138:3009, MQ131:1, TGS2602:0
MQ3:0, MQ135:1934, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1942, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1929, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1959, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1960, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1949, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1956, MQ138:3012, MQ131:0, TGS2602:0
MQ3:1, MQ135:1961, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1948, MQ138:3011, MQ131:0, TGS2602:0
MQ3:1, MQ135:1951, MQ138:3009, MQ131:0, TGS2602:0
MQ3:1, MQ135:1957, MQ138:3006, MQ131:0, TGS2602:0
MQ3:0, MQ135:1948, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1924, MQ138:3010, MQ131:0, TGS2602:0
MQ3:1, MQ135:1929, MQ138:3011, MQ131:0, TGS2602:0
MQ3:0, MQ135:1926, MQ138:3004, MQ131:1, TGS2602:0
MQ3:0, MQ135:1926, MQ138:3007, MQ131:0, TGS2602:0
MQ3:0, MQ135:1927, MQ138:3009, MQ131:2, TGS2602:0
MQ3:0, MQ135:1923, MQ138:3005, MQ131:1, TGS2602:0
MQ3:0, MQ135:1922, MQ138:3008, MQ131:2, TGS2602:0
MQ3:1, MQ135:1925, MQ138:3009, MQ131:1, TGS2602:0
MQ3:1, MQ135:1922, MQ138:3008, MQ131:0, TGS2602:0
MQ3:0, MQ135:1922, MQ138:3010, MQ131:1, TGS2602:0
MQ3:0, MQ135:1926, MQ138:3012, MQ131:0, TGS2602:0
MQ3:0, MQ135:1926, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1923, MQ138:3008, MQ131:1, TGS2602:0
